year_built,stories,num_bedrooms,full_bathrooms,half_bathrooms,livable_sqft,total_sqft,garage_type,garage_sqft,carport_sqft,has_fireplace,has_pool,has_central_heating,has_central_cooling,house_number,street_name,unit_number,city,zip_code,sale_price
1989,2,5,2,1,2270,2357,attached,523,0,TRUE,FALSE,TRUE,TRUE,978,David Garden,,Jeffreyhaven,10346,340198
1994,2,4,2,0,2135,2165,attached,474,0,TRUE,FALSE,TRUE,TRUE,17603,Patrick Forge,,Jeffreyhaven,10346,413277
1988,1,3,2,0,1821,1876,attached,600,0,TRUE,FALSE,TRUE,TRUE,9096,Blankenship Falls,,Jeffreyhaven,10346,359098
1965,1,3,1,1,1688,1856,attached,423,0,TRUE,TRUE,TRUE,TRUE,38,Valentine Loop,,Jeffreyhaven,10346,480693
1976,1,3,2,0,1446,1437,detached,442,0,FALSE,FALSE,TRUE,FALSE,80662,Jordan Station,,Jeffreyhaven,10346,209791
1987,1,2,2,1,2918,3417,attached,777,0,TRUE,TRUE,TRUE,FALSE,6757,Tracey Walks,,Jeffreyhaven,10346,567000
2007,1,3,2,1,2237,2604,attached,655,0,TRUE,FALSE,TRUE,TRUE,834,Jonathan Branch,,Jeffreyhaven,10346,296731
2009,1,3,2,1,2235,2612,attached,657,0,TRUE,FALSE,TRUE,TRUE,834,Jonathan Branch,,Jeffreyhaven,10346,377996
1978,1,2,2,0,1437,1446,none,0,481,FALSE,FALSE,TRUE,TRUE,33353,Tracey Walks,,Jeffreyhaven,11913,69299
1988,1,4,3,0,3429,4506,attached,742,0,TRUE,FALSE,TRUE,TRUE,40,Bates Stravenue,,Jeffreyhaven,10346,516604
1978,1,3,1,1,2025,2076,attached,528,0,TRUE,FALSE,TRUE,TRUE,2954,Phillips Groves,,Jeffreyhaven,10346,263343
1978,1,4,1,1,2311,2357,attached,505,0,TRUE,TRUE,TRUE,TRUE,9264,Tracey Walks,,Jeffreyhaven,10346,296098
1976,1,2,2,0,1338,1347,none,0,1367,FALSE,FALSE,TRUE,TRUE,82736,Henry Wells,,Jeffreyhaven,10346,25200
1976,1,2,2,0,1344,1345,none,0,1370,FALSE,FALSE,TRUE,TRUE,82736,Henry Wells,,Jeffreyhaven,10346,18899
2004,1,4,2,0,2646,2634,detached,703,0,TRUE,TRUE,TRUE,TRUE,54631,Rios Crescent,,Jeffreyhaven,10346,390597
1971,1,3,1,1,1639,1648,attached,436,279,TRUE,TRUE,TRUE,TRUE,21651,Frank Vista,,Jeffreyhaven,10346,346499
1919,1,2,1,0,922,1233,none,0,244,FALSE,FALSE,FALSE,FALSE,21651,Frank Vista,,Jeffreyhaven,10346,346504
1963,1,2,1,0,993,1152,attached,198,0,FALSE,FALSE,TRUE,TRUE,4618,Daniel Loaf,,Jeffreyhaven,10346,107103
1963,1,2,1,1,1074,1361,attached,243,0,FALSE,FALSE,TRUE,TRUE,400,Johnson Ville,,Jeffreyhaven,10346,111511
1962,1,2,1,0,1022,1414,attached,217,0,TRUE,FALSE,TRUE,TRUE,3997,Johnson Ville,,Jeffreyhaven,10346,59851
1963,1,2,1,0,1015,1411,attached,219,0,TRUE,FALSE,TRUE,TRUE,3997,Johnson Ville,,Jeffreyhaven,10346,99543
1976,1,3,1,1,1708,1697,attached,477,0,TRUE,TRUE,TRUE,TRUE,769,Ashley Groves,,Jeffreyhaven,10346,207899
2006,2,3,2,1,2652,2726,attached,553,0,TRUE,FALSE,TRUE,TRUE,748,Ashley Groves,,Scottberg,11500,296098
2007,1,4,2,0,2256,2274,attached,521,0,TRUE,FALSE,TRUE,TRUE,2824,Stefanie Mills,,Scottberg,11500,252628
2000,1,4,2,0,2128,2121,attached,423,0,TRUE,FALSE,TRUE,TRUE,791,Melinda Mission,,Jeffreyhaven,10346,315001
2001,1,3,2,0,1738,1741,attached,471,0,TRUE,TRUE,TRUE,TRUE,490,Walsh Drive,,Jeffreyhaven,10346,298617
1997,1,4,3,1,2736,2846,attached,419,0,TRUE,TRUE,TRUE,TRUE,665,Misty Station,,Jeffreyhaven,10346,362880
1996,1,3,1,1,1131,1508,attached,464,0,TRUE,FALSE,TRUE,TRUE,8747,Diaz Land,,Jeffreyhaven,10346,230582
1994,1,3,2,0,1587,1607,attached,570,0,TRUE,FALSE,TRUE,TRUE,60279,Misty Station,,Jeffreyhaven,10346,253258
1995,1,3,1,1,1128,1193,attached,462,0,FALSE,FALSE,TRUE,TRUE,163,Kayla Underpass,,Jeffreyhaven,10346,233104
1989,1,3,2,0,2454,2805,attached,463,0,TRUE,FALSE,TRUE,TRUE,899,Danielle Lights,,Jeffreyhaven,10346,296099
1990,1,2,1,1,1139,1291,attached,384,0,FALSE,FALSE,TRUE,TRUE,58863,Campos Rapid,1475,Jeffreyhaven,10346,98282
1984,1,2,1,1,1117,1144,attached,240,0,FALSE,FALSE,TRUE,TRUE,942,Christy Path,,Scottberg,11500,170102
1984,2,3,2,1,2223,2478,attached,505,0,TRUE,FALSE,TRUE,TRUE,82758,Mark Mews,,Jeffreyhaven,10346,308074
1982,2,4,2,1,2282,2538,attached,501,0,TRUE,TRUE,TRUE,TRUE,895,Mark Mews,,Jeffreyhaven,10346,315002
1988,1,2,2,0,1965,1967,detached,402,0,FALSE,FALSE,TRUE,TRUE,76137,Allen Tunnel,,Jeffreyhaven,10346,65521
1994,1,2,2,0,1445,1445,detached,466,0,FALSE,FALSE,TRUE,TRUE,949,Allen Tunnel,,Jeffreyhaven,10346,50396
1979,2,7,4,0,2867,3052,attached,912,0,FALSE,FALSE,TRUE,TRUE,85017,Kelly Walks,,Jeffreyhaven,10346,308696
1986,1,3,2,1,2049,2368,attached,768,0,TRUE,TRUE,TRUE,TRUE,15453,Berry Loaf,,Jeffreyhaven,10346,235621
1965,1,2,1,1,1465,2027,attached,581,0,TRUE,FALSE,TRUE,TRUE,2883,Alvarez Shores,,Jeffreyhaven,10346,154349
1964,1,2,1,1,1476,2031,attached,583,0,TRUE,FALSE,TRUE,TRUE,2883,Alvarez Shores,,Jeffreyhaven,10346,233100
1982,1,2,1,0,1666,2340,detached,675,0,TRUE,FALSE,TRUE,TRUE,14958,Melinda Mission,,Jeffreyhaven,10346,308698
1974,1,4,2,0,2032,2276,attached,505,0,TRUE,FALSE,TRUE,TRUE,658,Castro Course,,Jeffreyhaven,10346,195303
2007,1,4,2,1,2622,3211,attached,834,0,TRUE,FALSE,TRUE,TRUE,21143,Lisa Ridge,,Jeffreyhaven,10346,434704
2006,1,4,2,1,2617,3211,attached,837,0,TRUE,FALSE,TRUE,TRUE,18759,Lisa Ridge,,Jeffreyhaven,10346,444148
1988,1,4,2,1,2195,2186,attached,606,0,TRUE,TRUE,TRUE,TRUE,46645,Larry Valley,,Jeffreyhaven,10346,354060
2004,2,3,2,1,2117,2111,attached,450,0,TRUE,FALSE,TRUE,TRUE,952,Angela Drive,,Jeffreyhaven,10346,278461
2000,2,5,3,0,2863,2860,attached,600,0,TRUE,TRUE,TRUE,TRUE,6698,Duncan Road,,Jeffreyhaven,10346,325304.06
2001,2,3,2,1,2550,2553,attached,686,0,TRUE,FALSE,TRUE,TRUE,8541,Daniels Fort,,Jeffreyhaven,10346,343979
2003,2,4,2,1,2253,2793,attached,466,0,TRUE,FALSE,TRUE,TRUE,9987,Laura Trail,,Jeffreyhaven,10346,321303
1990,1,3,2,0,1718,1753,attached,396,0,TRUE,FALSE,TRUE,TRUE,7150,Cody Roads,,Jeffreyhaven,10346,264596
1990,1,3,2,0,1396,1418,attached,463,0,TRUE,FALSE,TRUE,TRUE,7150,Joseph Circles,,Jeffreyhaven,10346,258298
1989,1,3,2,0,1718,1885,attached,396,0,TRUE,FALSE,TRUE,TRUE,660,Grace Field,,Jeffreyhaven,10346,245703
1988,1,3,2,0,1244,1245,detached,403,0,FALSE,FALSE,TRUE,TRUE,6351,Hardin Locks,,Jeffreyhaven,10346,117178
1985,1,3,2,0,1871,1985,attached,610,0,TRUE,FALSE,TRUE,TRUE,99934,Jerry Coves,,Jeffreyhaven,10346,304919
1980,1,2,1,1,1467,1465,detached,381,0,FALSE,FALSE,TRUE,TRUE,449,Angela Gardens,,Jeffreyhaven,10346,44096
1989,1,3,2,0,1542,1594,attached,676,0,TRUE,FALSE,TRUE,TRUE,144,Potter Harbor,,Jeffreyhaven,10346,220497
1991,1,4,2,0,1585,1617,attached,651,0,TRUE,FALSE,TRUE,TRUE,164,Kennedy Club,,Jeffreyhaven,10346,251999
1980,1,3,1,1,1901,1898,detached,504,0,TRUE,FALSE,TRUE,TRUE,1364,Roach Island,,Jeffreyhaven,10346,146156
1972,1,2,2,0,1442,1444,none,0,483,FALSE,FALSE,TRUE,TRUE,637,Sheila Corners,,Jeffreyhaven,10346,81904
1979,1,3,1,1,1193,1186,attached,484,0,FALSE,FALSE,TRUE,TRUE,780,Harper Brooks,,Jeffreyhaven,10346,220502
1970,1,4,1,1,1707,1724,attached,482,0,TRUE,TRUE,TRUE,TRUE,13114,Rivera Turnpike,,Jeffreyhaven,10346,258301
1973,1,3,2,0,1543,1785,attached,439,0,TRUE,FALSE,TRUE,TRUE,953,Stephens Loop,,Jeffreyhaven,10346,219242
1987,1,3,2,0,1253,1292,attached,491,0,TRUE,FALSE,TRUE,TRUE,30112,Kelly Knolls,,Jeffreyhaven,10346,207903
1975,1,2,2,0,1344,1348,none,0,1258,FALSE,FALSE,TRUE,TRUE,7549,Anthony Brooks,,Jeffreyhaven,10346,50396
1971,1,2,2,0,1117,1805,none,0,602,FALSE,FALSE,TRUE,TRUE,3008,Matthew Circles,,Jeffreyhaven,10346,75598
1976,1,2,2,0,1436,1440,none,0,1145,FALSE,FALSE,TRUE,TRUE,273,Anthony Brooks,,Jeffreyhaven,10346,37803
1991,1,2,1,1,1243,1278,attached,422,0,TRUE,FALSE,TRUE,TRUE,5273,Davies Causeway,,Jeffreyhaven,10346,209158
1955,1,2,1,0,1195,1787,detached,554,0,TRUE,TRUE,TRUE,TRUE,7756,Sanders Inlet,,Jeffreyhaven,10346,270902
1954,1,2,2,0,1226,1994,none,0,396,TRUE,FALSE,FALSE,FALSE,919,Sanders Inlet,,Jeffreyhaven,10346,182703
1956,1,2,2,0,1228,2004,none,0,396,TRUE,FALSE,FALSE,FALSE,919,Sanders Inlet,,Jeffreyhaven,10346,264601
2000,1,4,2,0,1735,1735,attached,722,0,TRUE,FALSE,TRUE,TRUE,76907,Harris Road,,Scottberg,11500,255783
2001,2,6,2,1,2547,2546,attached,753,0,TRUE,TRUE,TRUE,TRUE,836,Harris Road,,Scottberg,11500,327602
2001,1,3,2,0,1353,1346,attached,506,0,TRUE,FALSE,TRUE,TRUE,398,Leslie Creek,,Scottberg,11500,257038
1980,1,3,2,1,2022,2334,attached,624,0,TRUE,FALSE,TRUE,TRUE,593,Stephanie Pine,,Scottberg,11500,352799
2005,1,3,2,0,1753,2972,attached,596,0,TRUE,FALSE,TRUE,TRUE,543,Montes Dam,,Lake Carolyn,11140,333267
2005,1,4,3,0,2802,2843,attached,938,0,TRUE,FALSE,TRUE,TRUE,977,Montes Dam,,Lake Carolyn,11140,440998
2003,1,3,2,0,2039,2273,attached,686,0,TRUE,TRUE,TRUE,TRUE,156,Heather Shores,,Lake Carolyn,11140,409502
1957,1,2,1,0,795,1255,detached,401,0,TRUE,FALSE,FALSE,FALSE,7881,Clark Gardens,,Lake Carolyn,11140,43471
1955,1,2,1,0,790,1254,detached,399,0,TRUE,FALSE,FALSE,FALSE,7881,Clark Gardens,,Lake Carolyn,11140,176400
1943,2,3,0,1,1654,2936,none,0,0,FALSE,FALSE,FALSE,FALSE,83351,Goodwin Roads,,Lake Carolyn,11140,176398
1966,1,2,1,1,1406,1755,detached,397,0,FALSE,FALSE,TRUE,FALSE,3995,Clark Gardens,,Lake Carolyn,11140,243184
2002,1,4,3,0,2882,2990,attached,475,0,TRUE,FALSE,TRUE,TRUE,51217,Villanueva Ferry,,Lake Carolyn,11140,289167
1980,1,4,1,1,2021,2082,attached,403,0,FALSE,FALSE,TRUE,TRUE,225,James Mountain,,Lake Carolyn,11140,264601
1925,1,2,1,0,647,801,detached,418,0,FALSE,FALSE,FALSE,FALSE,7804,Bridges Divide,,Lake Carolyn,11140,113401
1924,1,2,1,0,643,803,detached,419,0,FALSE,FALSE,FALSE,FALSE,7804,Bridges Divide,,Lake Carolyn,11140,162542
1915,1,2,1,0,946,978,detached,183,0,FALSE,FALSE,FALSE,FALSE,4254,Solis Cape,,Lake Carolyn,11140,132296
1932,1,1,1,0,684,737,detached,181,0,FALSE,FALSE,FALSE,FALSE,1922,Adams Stream,,Lake Carolyn,11140,126001
1946,1,2,1,0,1690,1692,none,0,0,FALSE,FALSE,FALSE,FALSE,834,Walsh Drives,,Lake Carolyn,11140,239398
1911,1,3,1,0,963,1237,detached,176,0,TRUE,FALSE,FALSE,FALSE,1836,Solis Cape,,Lake Carolyn,11140,37803
1948,1,2,1,0,986,1045,detached,442,0,FALSE,FALSE,FALSE,FALSE,44230,Monica Lodge,,Lake Carolyn,11140,180184
2004,1,4,3,1,2321,2528,attached,458,0,TRUE,FALSE,TRUE,TRUE,5466,Bridges Divide,,Lake Carolyn,11140,333897
2002,2,2,3,0,1833,2043,attached,423,0,TRUE,FALSE,TRUE,TRUE,5985,Jones Squares,,Lake Carolyn,11140,259560
1989,1,2,2,0,1707,1887,attached,481,0,TRUE,FALSE,TRUE,TRUE,65712,Thompson Walks,,Lake Carolyn,11140,214201
1989,1,2,2,0,1471,1480,attached,487,0,TRUE,FALSE,TRUE,TRUE,9145,Thompson Walks,,Lake Carolyn,11140,223017
1989,1,2,2,0,1476,1475,attached,485,0,TRUE,FALSE,TRUE,TRUE,877,Thompson Walks,,Lake Carolyn,11140,206009
1959,1,3,1,1,1294,1605,attached,440,0,TRUE,TRUE,FALSE,FALSE,7906,Jake Lock,,Lake Carolyn,11140,151200
1946,1,2,1,0,1358,1464,none,0,388,TRUE,FALSE,TRUE,TRUE,239,Jennifer Isle,,Lake Carolyn,11140,220499
1954,1,3,1,1,1152,1204,attached,454,0,TRUE,FALSE,TRUE,TRUE,13672,Jake Lock,,Lake Carolyn,11140,251996
1925,1,2,1,0,705,807,attached,216,0,FALSE,FALSE,FALSE,FALSE,7960,Walsh Drives,,Lake Carolyn,11140,146160
1936,1,2,1,1,647,1045,detached,360,0,TRUE,FALSE,FALSE,FALSE,79232,Nicholas Port,,Lake Carolyn,11140,88201
1958,1,3,1,1,1293,1290,attached,471,0,FALSE,FALSE,FALSE,FALSE,988,Bridges Divide,,Lake Carolyn,11140,243180
1958,1,4,1,1,1296,1288,attached,470,0,FALSE,FALSE,FALSE,FALSE,934,Ashley Ford,,Lake Carolyn,11140,182074
2007,1,3,2,1,2287,2331,attached,459,0,TRUE,FALSE,TRUE,TRUE,32146,Heidi Plains,,Lake Carolyn,11140,277200
1986,1,2,2,0,1436,1445,attached,436,0,FALSE,FALSE,TRUE,TRUE,1634,David Land,87,Lake Carolyn,11140,127892
1980,1,3,1,1,1700,1954,attached,720,0,TRUE,FALSE,TRUE,TRUE,412,Taylor Well,,Lake Carolyn,11140,503998
2001,1,4,2,0,1733,1745,attached,503,0,TRUE,FALSE,FALSE,FALSE,202,Amanda Centers,,East Amychester,11205,308704
2004,1,4,2,0,1463,1627,attached,427,0,TRUE,FALSE,TRUE,TRUE,3687,Suarez Station,,Lake Carolyn,11140,277203
2014,1,3,2,1,2495,3217,attached,661,0,TRUE,FALSE,TRUE,TRUE,35437,Gilbert Valley,,Lake Carolyn,11140,532979
1989,1,3,2,0,1127,1200,attached,417,0,TRUE,FALSE,TRUE,TRUE,6929,Tasha Throughway,,Lake Carolyn,11140,264598
1979,1,3,1,1,1226,1474,attached,475,0,TRUE,FALSE,TRUE,TRUE,8888,Louis Valley,,Lake Carolyn,11140,238142
1986,1,3,2,1,2025,2325,attached,673,0,TRUE,TRUE,TRUE,TRUE,2488,Jacob Pass,,Lake Carolyn,11140,490137
1982,1,4,1,1,1481,1588,attached,460,0,TRUE,TRUE,TRUE,FALSE,41,Chase Trail,,Hallfort,10907,258926
2005,2,3,3,1,3074,3115,attached,607,0,TRUE,TRUE,TRUE,TRUE,4202,Lee Forks,,Hallfort,10907,409497
1987,2,4,2,1,2064,2105,attached,735,0,TRUE,TRUE,TRUE,TRUE,4700,Lisa Knolls,,Hallfort,10907,401942
1989,1,4,2,1,2394,2533,attached,576,0,TRUE,TRUE,TRUE,TRUE,9750,Jennifer Station,,Hallfort,10907,526049
1989,1,4,2,1,2388,2540,attached,581,0,TRUE,TRUE,TRUE,TRUE,9750,Jennifer Station,,Hallfort,10907,347126
1989,1,4,2,1,2389,2544,attached,579,0,TRUE,TRUE,TRUE,TRUE,9750,Jennifer Station,,Hallfort,10907,453598
1989,4,4,2,1,2675,3012,attached,584,0,TRUE,TRUE,TRUE,TRUE,767,Ferguson Throughway,,Hallfort,10907,439739
1988,1,3,2,0,1778,1873,attached,586,0,TRUE,TRUE,TRUE,TRUE,34747,Johnson Walks,,Hallfort,10907,390601
1987,2,4,2,1,1704,1737,attached,452,0,TRUE,FALSE,TRUE,TRUE,40890,Cummings Street,,Hallfort,10907,333902
1987,2,4,2,1,1702,1743,attached,450,0,TRUE,FALSE,TRUE,TRUE,79049,Kristine Valley,,Hallfort,10907,332639
1987,2,3,2,0,1470,1530,attached,478,0,TRUE,FALSE,TRUE,TRUE,424,Kristine Valley,,Hallfort,10907,283496
1988,2,3,2,0,1472,1529,attached,480,0,TRUE,TRUE,TRUE,TRUE,5856,Cory Path,,Hallfort,10907,360360
1987,2,5,2,1,2360,2472,attached,659,0,TRUE,TRUE,TRUE,TRUE,1184,Cox Mountain,,Hallfort,10907,409504
1986,4,4,3,0,2665,2880,attached,857,0,TRUE,FALSE,TRUE,TRUE,79192,Lambert Flat,,Hallfort,10907,390599
1985,2,4,2,1,2217,2313,attached,700,0,TRUE,FALSE,TRUE,TRUE,3199,Thompson Port,,Hallfort,10907,346499
1984,1,3,2,0,1867,1874,attached,517,0,TRUE,FALSE,TRUE,TRUE,5469,Thompson Port,,Hallfort,10907,340200
1985,2,4,2,1,2477,2574,attached,441,0,TRUE,TRUE,TRUE,TRUE,28094,Thompson Port,,Hallfort,10907,409504
1987,2,3,2,0,2126,2271,attached,516,0,TRUE,TRUE,TRUE,TRUE,5546,Lutz Green,,Hallfort,10907,346496
1985,2,4,2,1,2215,2320,attached,703,0,TRUE,FALSE,TRUE,TRUE,822,Williams Meadow,,Hallfort,10907,409499
1985,2,3,2,0,2123,2269,attached,514,0,TRUE,TRUE,TRUE,TRUE,3465,Osborne Centers,,Hallfort,10907,252004
1976,1,3,2,0,2087,2259,attached,795,0,TRUE,FALSE,TRUE,TRUE,9151,Murphy Streets,,Hallfort,11982,403200
1975,1,3,1,1,1642,1726,attached,529,0,TRUE,TRUE,TRUE,TRUE,67345,Benjamin Brooks,,Hallfort,10907,365403
1972,1,3,2,0,2057,2230,attached,473,0,TRUE,FALSE,TRUE,TRUE,5113,Lewis Burg,,Hallfort,10907,364137
1981,1,3,1,1,1725,1801,attached,703,0,TRUE,TRUE,TRUE,TRUE,6614,Pruitt Spurs,,Hallfort,10907,378002
1983,1,5,1,1,2198,2232,attached,437,0,TRUE,TRUE,TRUE,TRUE,61590,Graham Flat,,Hallfort,10907,291058
1983,1,5,1,1,2200,2231,attached,436,0,TRUE,TRUE,TRUE,TRUE,61590,Graham Flat,,Hallfort,10907,390599
1953,1,3,1,1,1672,1833,detached,486,0,TRUE,TRUE,TRUE,TRUE,257,Beth Cliffs,,Hallfort,11982,440997
1920,1,1,1,0,321,370,none,0,0,FALSE,FALSE,FALSE,FALSE,257,Beth Cliffs,,Hallfort,11982,441003
1988,2,4,3,0,2585,2635,attached,616,0,TRUE,FALSE,TRUE,TRUE,2762,Brown Shores,,Hallfort,11982,478799
1986,1,4,2,0,3001,3268,attached,922,0,TRUE,TRUE,TRUE,TRUE,17285,Amanda Loaf,,Hallfort,11982,579598
1985,2,3,1,1,2017,2012,detached,478,0,TRUE,FALSE,TRUE,TRUE,9272,Jason Forest,,Joshuafurt,10321,451083
1985,1,1,0,1,636,640,none,0,0,FALSE,FALSE,FALSE,FALSE,9272,Jason Forest,,Joshuafurt,10321,451076
1976,1,3,2,0,1919,1916,attached,1188,0,FALSE,FALSE,TRUE,FALSE,10452,Cory Pike,,Joshuafurt,10321,296102
1992,2,3,2,1,2882,3619,attached,420,0,TRUE,TRUE,TRUE,TRUE,8959,Hardy Radial,,Davidtown,11147,517858
1987,1,3,2,0,1637,2037,none,0,0,TRUE,FALSE,TRUE,TRUE,52,Jillian Park,,Joshuafurt,10321,617396
2014,2,4,2,1,2912,2996,attached,618,0,TRUE,FALSE,TRUE,TRUE,889,Baxter Vista,,Port Jonathanborough,10250,473131
2015,1,3,2,0,2314,2333,attached,625,0,TRUE,FALSE,TRUE,TRUE,1456,Baxter Vista,,Port Jonathanborough,10250,464311
2015,1,4,2,0,2547,2631,attached,626,0,TRUE,FALSE,TRUE,TRUE,4778,Baxter Vista,,Port Jonathanborough,10250,484471
2013,2,4,2,1,2777,3019,attached,648,0,TRUE,FALSE,TRUE,TRUE,136,Baxter Vista,,Port Jonathanborough,10250,451084
2014,2,4,2,1,2914,2990,attached,623,0,TRUE,FALSE,TRUE,TRUE,3320,Baxter Vista,,Port Jonathanborough,10250,454228
2007,2,6,4,1,4094,4158,attached,690,0,TRUE,FALSE,TRUE,TRUE,67727,Baxter Vista,,Port Jonathanborough,10250,466198
2007,2,5,3,1,3276,3299,attached,608,0,TRUE,FALSE,TRUE,TRUE,43816,Nicole Cliff,,Port Jonathanborough,10250,401939
1991,1,2,1,1,1602,2008,attached,560,0,TRUE,FALSE,TRUE,TRUE,865,Newman Route,,Jeffreyhaven,11913,252002
1990,1,2,1,1,1588,1667,attached,539,0,TRUE,FALSE,TRUE,TRUE,96214,Rebecca Extension,,Jeffreyhaven,11913,270898
1991,1,3,1,1,1314,1399,attached,412,0,TRUE,FALSE,TRUE,TRUE,19136,Smith Knolls,,Jeffreyhaven,11913,201604
1998,1,3,2,1,2152,2351,attached,617,0,TRUE,FALSE,TRUE,TRUE,103,Thomas Road,,Jeffreyhaven,11558,386818
1989,1,3,2,0,2139,2138,attached,521,0,TRUE,FALSE,TRUE,TRUE,7662,Carmen Alley,,Jeffreyhaven,11558,226803
1983,1,2,2,0,2214,2210,attached,508,0,FALSE,FALSE,TRUE,TRUE,290,Shepard Trace,,Jeffreyhaven,11558,197822
1991,1,3,2,0,1985,1978,attached,840,0,TRUE,FALSE,TRUE,TRUE,134,Flores Valleys,,Jeffreyhaven,11558,229954
1982,1,3,2,0,1246,1251,attached,478,0,FALSE,FALSE,TRUE,TRUE,891,Shelly Squares,,Jeffreyhaven,11558,132299
1989,1,3,2,0,1294,1301,attached,403,0,TRUE,FALSE,TRUE,TRUE,97944,Walton Mall,,Jeffreyhaven,11558,163800
1982,1,2,2,0,1442,1439,attached,481,194,FALSE,FALSE,TRUE,TRUE,899,Shelly Squares,,Jeffreyhaven,11558,107100
1983,1,2,2,0,1346,1342,detached,441,642,FALSE,FALSE,TRUE,TRUE,33206,Shelly Squares,,Jeffreyhaven,11558,136077
1973,1,2,1,1,1191,1242,attached,388,0,TRUE,FALSE,TRUE,TRUE,6222,Mckenzie Common,,Jeffreyhaven,11558,132304
1974,1,3,1,1,1468,1567,attached,397,0,TRUE,FALSE,TRUE,TRUE,42191,Mckenzie Common,,Jeffreyhaven,11558,143643
1980,1,2,1,1,1310,1390,attached,476,0,TRUE,FALSE,TRUE,TRUE,731,Jean Streets,,Jeffreyhaven,11558,217982
1978,1,2,1,1,1650,1709,attached,485,0,TRUE,FALSE,TRUE,TRUE,14262,Miranda Mountains,,Jeffreyhaven,11558,264602
1977,1,3,1,1,1313,1435,attached,485,0,TRUE,FALSE,TRUE,TRUE,14262,Rodriguez Stream,,Jeffreyhaven,11558,209163
1978,1,2,1,1,1165,1744,attached,481,0,TRUE,FALSE,TRUE,TRUE,62438,Rodriguez Stream,,Jeffreyhaven,11558,220496
1978,1,3,2,0,2017,2010,attached,326,0,FALSE,FALSE,TRUE,TRUE,735,Doyle Gateway,,Jeffreyhaven,11558,158757
1978,1,2,2,0,1779,2840,detached,479,0,FALSE,FALSE,TRUE,TRUE,7946,Brian Drive,,Jeffreyhaven,11558,64892
1981,1,2,2,0,1879,1875,attached,504,0,FALSE,FALSE,TRUE,TRUE,713,Brian Drive,,Jeffreyhaven,11558,68039
2007,2,5,3,0,2814,2966,attached,809,0,TRUE,FALSE,TRUE,TRUE,2355,Sullivan View,,Hallfort,11982,409502
1986,1,4,2,0,1928,1979,attached,707,0,TRUE,FALSE,TRUE,TRUE,47806,Jennifer Valley,,Hallfort,11982,510304
2016,2,4,2,1,3054,3206,attached,811,0,FALSE,FALSE,TRUE,TRUE,3661,Daniels Canyon,,Hallfort,11982,483211
2014,2,4,2,1,3054,3213,attached,812,0,FALSE,FALSE,TRUE,TRUE,417,Zachary Brook,,Hallfort,11982,497701
2016,2,5,4,1,3523,3649,attached,704,0,FALSE,FALSE,TRUE,TRUE,59756,Zachary Brook,,Hallfort,11982,522896
2015,2,3,2,1,2815,2858,attached,421,0,FALSE,FALSE,TRUE,TRUE,70683,Zachary Brook,,Hallfort,11982,449819
1963,1,3,1,1,1452,1454,detached,401,0,FALSE,FALSE,TRUE,TRUE,8437,Philip Key,,Lake Jack,10825,333904
1958,1,3,2,0,1408,2183,none,0,399,TRUE,TRUE,TRUE,TRUE,32219,Williams Rapids,,Lake Jack,10825,781201
1985,1,1,1,0,1208,1205,none,0,399,FALSE,FALSE,TRUE,TRUE,839,Kathy Center,1063,Lake Jack,10825,236882
1962,1,3,1,1,1230,1308,none,0,0,TRUE,TRUE,TRUE,TRUE,9661,Brittany Underpass,,Lake Jack,10825,472502
1980,1,1,1,0,853,970,none,0,0,FALSE,FALSE,TRUE,TRUE,8635,Cortez Creek,2642,Lake Jack,10825,157499
1959,1,3,1,1,1219,1229,none,0,362,FALSE,TRUE,TRUE,TRUE,1077,Jonathan Corner,,Lake Jack,10825,661500
1958,1,3,1,1,1195,1437,detached,364,0,TRUE,TRUE,TRUE,TRUE,7989,Cortez Creek,,Lake Jack,10825,486361
1964,1,3,2,0,2075,2240,none,0,356,FALSE,TRUE,TRUE,TRUE,75924,Jonathan Corner,,Lake Jack,10825,579600
1966,1,4,1,1,1782,2837,none,0,481,TRUE,TRUE,TRUE,TRUE,38781,Brooke Road,,Lake Jack,10825,522899
1989,1,3,1,1,1272,1441,attached,453,0,TRUE,TRUE,TRUE,TRUE,705,Sanchez Corner,,Jeffreyhaven,11558,238766
2000,1,3,2,0,1487,1486,attached,440,0,TRUE,TRUE,TRUE,TRUE,530,Nichols Pike,,Lake Jack,10825,478796
2001,1,3,2,0,1492,1710,attached,439,0,TRUE,TRUE,TRUE,TRUE,55,Kathy Center,,Lake Jack,10825,403201
1982,1,2,1,1,1538,1736,none,0,239,TRUE,FALSE,TRUE,TRUE,30416,Kimberly Village,,Lake Jack,10825,233099
1959,1,3,2,0,1700,2206,attached,437,0,TRUE,TRUE,TRUE,TRUE,57657,Russell Camp,,Lake Jack,10825,667803
1978,1,2,1,1,1133,1177,detached,438,0,FALSE,FALSE,TRUE,TRUE,95618,Arthur Freeway,,Lake Jack,10825,264604
1960,1,3,3,0,1983,1979,attached,482,0,FALSE,TRUE,TRUE,TRUE,3992,Miller Drives,,Lake Jack,10825,553144
1980,1,4,1,1,1643,1650,attached,466,0,TRUE,TRUE,TRUE,TRUE,375,Arthur Freeway,,Lake Jack,10825,446036
1964,1,3,2,0,1603,1941,detached,459,0,FALSE,TRUE,TRUE,TRUE,7801,Michele Drives,,Lake Jack,10825,396901
